List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,0.0%
r34,5.7%,60.0%
r4,40.0%,30.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,31.4%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,2.5%,5.0%
r32,100.0%,0.0%
r16,76.7%,0.0%
r28,24.4%,24.4%
r25,6.7%,10.0%
r23,0.0%,0.0%
r18,3.3%,0.0%
r11,13.3%,4.4%
r27,96.0%,96.0%
r5,2.5%,5.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,70.0%
r30,6.7%,20.0%
r22,9.5%,9.5%
r26,13.3%,0.0%
r9,18.2%,0.0%
r14,48.9%,20.0%
r2,50.0%,32.5%
r20,30.0%,25.0%
r15,0.0%,13.3%
Total,30.5%,26.9%
