List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,25.0%,25.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,3.3%
r13,48.6%,42.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,10.0%,25.0%
r32,0.0%,0.0%
r16,6.7%,0.0%
r28,33.3%,42.2%
r25,16.7%,10.0%
r23,5.6%,0.0%
r18,23.3%,23.3%
r11,15.6%,20.0%
r27,96.0%,96.0%
r5,5.0%,0.0%
r17,20.0%,53.3%
r19,100.0%,100.0%
r8,93.3%,96.7%
r1,53.3%,70.0%
r30,3.3%,0.0%
r22,11.9%,0.0%
r26,13.3%,26.7%
r9,0.0%,36.4%
r14,64.4%,60.0%
r2,0.0%,47.5%
r20,65.0%,65.0%
r15,26.7%,26.7%
Total,36.3%,33.9%
