List,gaussian_mixture,kmeans
r31,16.7%,33.3%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,34.3%,37.1%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,13.3%
r13,45.7%,40.0%
r6,77.1%,91.4%
r29,7.7%,11.5%
r3,6.7%,0.0%
r24,15.0%,5.0%
r32,96.7%,96.7%
r16,36.7%,33.3%
r28,42.2%,24.4%
r25,3.3%,83.3%
r23,16.7%,11.1%
r18,23.3%,20.0%
r11,31.1%,22.2%
r27,0.0%,4.0%
r5,42.5%,42.5%
r17,16.7%,6.7%
r19,0.0%,100.0%
r8,3.3%,80.0%
r1,70.0%,0.0%
r30,3.3%,3.3%
r22,4.8%,21.4%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,35.6%,46.7%
r2,45.0%,45.0%
r20,0.0%,75.0%
r15,76.7%,16.7%
Total,35.4%,40.3%
