List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,36.7%
r13,40.0%,2.9%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,43.3%,6.7%
r28,24.4%,24.4%
r25,26.7%,0.0%
r23,16.7%,0.0%
r18,3.3%,10.0%
r11,13.3%,20.0%
r27,96.0%,96.0%
r5,5.0%,25.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,93.3%,93.3%
r1,0.0%,73.3%
r30,40.0%,36.7%
r22,0.0%,7.1%
r26,0.0%,46.7%
r9,0.0%,0.0%
r14,33.3%,62.2%
r2,47.5%,20.0%
r20,47.5%,50.0%
r15,0.0%,26.7%
Total,37.3%,34.9%
