List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,73.3%,26.7%
r10,60.0%,20.0%
r21,0.0%,0.0%
r34,14.3%,57.1%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,43.3%
r13,5.7%,94.3%
r6,37.1%,51.4%
r29,13.5%,100.0%
r3,6.7%,13.3%
r24,10.0%,2.5%
r32,100.0%,0.0%
r16,46.7%,3.3%
r28,24.4%,42.2%
r25,76.7%,76.7%
r23,11.1%,5.6%
r18,13.3%,13.3%
r11,73.3%,24.4%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,6.7%,36.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,76.7%
r30,20.0%,0.0%
r22,14.3%,9.5%
r26,100.0%,0.0%
r9,95.5%,100.0%
r14,33.3%,28.9%
r2,2.5%,35.0%
r20,0.0%,72.5%
r15,0.0%,0.0%
Total,37.6%,41.8%
