List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,60.0%,60.0%
r4,0.0%,0.0%
r33,85.7%,100.0%
r12,20.0%,3.3%
r13,45.7%,14.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,53.3%,36.7%
r28,24.4%,24.4%
r25,3.3%,56.7%
r23,0.0%,0.0%
r18,20.0%,13.3%
r11,15.6%,15.6%
r27,96.0%,96.0%
r5,25.0%,0.0%
r17,3.3%,6.7%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,60.0%,16.7%
r30,40.0%,3.3%
r22,9.5%,2.4%
r26,0.0%,13.3%
r9,0.0%,0.0%
r14,51.1%,0.0%
r2,42.5%,20.0%
r20,17.5%,12.5%
r15,26.7%,0.0%
Total,31.3%,26.1%
