List,gaussian_mixture,kmeans
c12,10.0%,43.3%
c13,94.3%,94.3%
c18,6.7%,20.0%
c21,44.7%,31.6%
c6,97.1%,97.1%
c3,13.3%,0.0%
c1,96.7%,0.0%
c23,0.0%,0.0%
c5,22.5%,25.0%
c17,40.0%,3.3%
c11,22.2%,22.2%
c2,60.0%,60.0%
c7,73.3%,100.0%
c16,3.3%,26.7%
c15,93.3%,0.0%
c10,80.0%,40.0%
c20,21.1%,36.8%
c14,60.0%,62.2%
c9,0.0%,100.0%
c19,100.0%,100.0%
c22,56.8%,56.8%
c8,80.0%,80.0%
c4,0.0%,0.0%
Total,46.7%,44.1%
