List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,65.7%,65.7%
r4,10.0%,20.0%
r33,0.0%,100.0%
r12,13.3%,46.7%
r13,94.3%,40.0%
r6,51.4%,40.0%
r29,100.0%,100.0%
r3,13.3%,13.3%
r24,5.0%,2.5%
r32,0.0%,96.7%
r16,10.0%,6.7%
r28,42.2%,42.2%
r25,70.0%,80.0%
r23,0.0%,11.1%
r18,10.0%,10.0%
r11,73.3%,24.4%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,3.3%
r19,82.4%,0.0%
r8,36.7%,80.0%
r1,93.3%,73.3%
r30,26.7%,36.7%
r22,4.8%,7.1%
r26,0.0%,40.0%
r9,95.5%,95.5%
r14,24.4%,2.2%
r2,95.0%,60.0%
r20,72.5%,72.5%
r15,0.0%,13.3%
Total,43.5%,45.1%
