List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,20.0%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,6.7%,0.0%
r13,42.9%,40.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,7.5%,5.0%
r32,100.0%,100.0%
r16,3.3%,3.3%
r28,33.3%,0.0%
r25,23.3%,3.3%
r23,0.0%,0.0%
r18,23.3%,13.3%
r11,11.1%,15.6%
r27,96.0%,0.0%
r5,25.0%,22.5%
r17,0.0%,60.0%
r19,100.0%,0.0%
r8,93.3%,93.3%
r1,70.0%,0.0%
r30,33.3%,13.3%
r22,0.0%,11.9%
r26,20.0%,13.3%
r9,31.8%,22.7%
r14,60.0%,60.0%
r2,50.0%,0.0%
r20,20.0%,47.5%
r15,0.0%,0.0%
Total,32.9%,27.1%
