List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,100.0%
r10,40.0%,0.0%
r21,25.0%,75.0%
r34,2.9%,48.6%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,20.0%,40.0%
r13,42.9%,51.4%
r6,97.1%,97.1%
r29,0.0%,13.5%
r3,13.3%,53.3%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,70.0%,40.0%
r28,24.4%,24.4%
r25,16.7%,76.7%
r23,44.4%,27.8%
r18,6.7%,6.7%
r11,17.8%,35.6%
r27,100.0%,0.0%
r5,50.0%,27.5%
r17,10.0%,46.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,76.7%,73.3%
r30,6.7%,0.0%
r22,9.5%,16.7%
r26,0.0%,46.7%
r9,31.8%,31.8%
r14,64.4%,2.2%
r2,47.5%,47.5%
r20,45.0%,0.0%
r15,30.0%,30.0%
Total,33.5%,39.0%
