List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,75.0%,0.0%
r34,5.7%,57.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,36.7%
r13,37.1%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,6.7%
r24,7.5%,22.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,0.0%
r25,6.7%,10.0%
r23,0.0%,0.0%
r18,10.0%,16.7%
r11,2.2%,22.2%
r27,96.0%,96.0%
r5,25.0%,2.5%
r17,0.0%,23.3%
r19,0.0%,100.0%
r8,93.3%,96.7%
r1,0.0%,70.0%
r30,36.7%,13.3%
r22,9.5%,2.4%
r26,20.0%,0.0%
r9,0.0%,0.0%
r14,64.4%,2.2%
r2,17.5%,30.0%
r20,17.5%,0.0%
r15,26.7%,26.7%
Total,29.2%,30.7%
