List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,26.7%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,3.3%,40.0%
r13,94.3%,94.3%
r6,51.4%,42.9%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,12.5%,17.5%
r32,0.0%,0.0%
r16,43.3%,30.0%
r28,57.8%,42.2%
r25,83.3%,0.0%
r23,22.2%,22.2%
r18,6.7%,16.7%
r11,22.2%,73.3%
r27,4.0%,96.0%
r5,50.0%,55.0%
r17,10.0%,6.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,96.7%,96.7%
r30,0.0%,20.0%
r22,19.0%,4.8%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,51.1%,64.4%
r2,32.5%,62.5%
r20,22.5%,22.5%
r15,0.0%,0.0%
Total,40.2%,42.3%
