List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,76.7%,76.7%
r10,20.0%,0.0%
r21,25.0%,0.0%
r34,17.1%,14.3%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,16.7%,40.0%
r13,40.0%,40.0%
r6,74.3%,71.4%
r29,36.5%,32.7%
r3,20.0%,13.3%
r24,15.0%,15.0%
r32,96.7%,96.7%
r16,36.7%,36.7%
r28,100.0%,42.2%
r25,83.3%,3.3%
r23,5.6%,5.6%
r18,3.3%,23.3%
r11,31.1%,22.2%
r27,100.0%,96.0%
r5,42.5%,42.5%
r17,20.0%,13.3%
r19,0.0%,0.0%
r8,3.3%,6.7%
r1,70.0%,70.0%
r30,3.3%,3.3%
r22,2.4%,2.4%
r26,0.0%,40.0%
r9,0.0%,100.0%
r14,31.1%,2.2%
r2,45.0%,45.0%
r20,75.0%,0.0%
r15,3.3%,66.7%
Total,40.3%,35.6%
