List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,0.0%,20.0%
r21,0.0%,25.0%
r34,2.9%,2.9%
r4,20.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,20.0%
r13,94.3%,94.3%
r6,37.1%,37.1%
r29,0.0%,100.0%
r3,6.7%,6.7%
r24,15.0%,12.5%
r32,0.0%,0.0%
r16,26.7%,43.3%
r28,42.2%,42.2%
r25,80.0%,6.7%
r23,5.6%,11.1%
r18,20.0%,20.0%
r11,22.2%,73.3%
r27,100.0%,96.0%
r5,5.0%,25.0%
r17,6.7%,20.0%
r19,0.0%,0.0%
r8,83.3%,3.3%
r1,96.7%,96.7%
r30,13.3%,3.3%
r22,21.4%,7.1%
r26,0.0%,40.0%
r9,100.0%,0.0%
r14,57.8%,13.3%
r2,32.5%,60.0%
r20,22.5%,20.0%
r15,93.3%,0.0%
Total,38.7%,33.0%
