List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,14.3%,14.3%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,13.3%
r13,94.3%,94.3%
r6,97.1%,97.1%
r29,90.4%,100.0%
r3,6.7%,6.7%
r24,17.5%,12.5%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,100.0%,100.0%
r25,3.3%,83.3%
r23,22.2%,5.6%
r18,10.0%,13.3%
r11,73.3%,73.3%
r27,96.0%,0.0%
r5,25.0%,25.0%
r17,33.3%,16.7%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,0.0%,0.0%
r30,0.0%,0.0%
r22,14.3%,9.5%
r26,60.0%,40.0%
r9,100.0%,0.0%
r14,37.8%,4.4%
r2,60.0%,60.0%
r20,20.0%,75.0%
r15,0.0%,0.0%
Total,40.1%,42.2%
