List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,26.7%,26.7%
r10,40.0%,0.0%
r21,0.0%,0.0%
r34,22.9%,2.9%
r4,10.0%,20.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,5.7%,94.3%
r6,54.3%,54.3%
r29,100.0%,100.0%
r3,13.3%,13.3%
r24,17.5%,5.0%
r32,100.0%,0.0%
r16,26.7%,46.7%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,5.6%,5.6%
r18,16.7%,10.0%
r11,22.2%,73.3%
r27,96.0%,96.0%
r5,27.5%,5.0%
r17,6.7%,23.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,96.7%
r30,0.0%,0.0%
r22,28.6%,28.6%
r26,0.0%,0.0%
r9,100.0%,0.0%
r14,64.4%,4.4%
r2,32.5%,62.5%
r20,72.5%,22.5%
r15,46.7%,0.0%
Total,45.9%,39.1%
