List,gaussian_mixture,kmeans
r31,66.7%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,0.0%,0.0%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,0.0%,0.0%
r13,40.0%,37.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,27.5%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,33.3%,24.4%
r25,3.3%,3.3%
r23,0.0%,5.6%
r18,23.3%,23.3%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,27.5%,27.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,83.3%
r1,43.3%,26.7%
r30,40.0%,33.3%
r22,4.8%,19.0%
r26,20.0%,0.0%
r9,27.3%,0.0%
r14,60.0%,35.6%
r2,47.5%,30.0%
r20,15.0%,35.0%
r15,0.0%,0.0%
Total,28.3%,31.1%
