List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,26.7%,73.3%
r10,0.0%,40.0%
r21,0.0%,100.0%
r34,37.1%,22.9%
r4,20.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,6.7%
r13,100.0%,94.3%
r6,40.0%,40.0%
r29,50.0%,90.4%
r3,0.0%,13.3%
r24,20.0%,10.0%
r32,96.7%,100.0%
r16,40.0%,20.0%
r28,24.4%,42.2%
r25,80.0%,80.0%
r23,0.0%,0.0%
r18,26.7%,16.7%
r11,22.2%,48.9%
r27,96.0%,96.0%
r5,5.0%,20.0%
r17,23.3%,3.3%
r19,0.0%,0.0%
r8,43.3%,80.0%
r1,0.0%,0.0%
r30,43.3%,43.3%
r22,7.1%,2.4%
r26,0.0%,60.0%
r9,100.0%,0.0%
r14,48.9%,6.7%
r2,52.5%,52.5%
r20,5.0%,72.5%
r15,0.0%,93.3%
Total,34.3%,44.9%
