List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,75.0%
r34,31.4%,60.0%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,8.6%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,80.0%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,50.0%,0.0%
r28,37.8%,37.8%
r25,23.3%,36.7%
r23,0.0%,0.0%
r18,16.7%,3.3%
r11,13.3%,15.6%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,10.0%,3.3%
r19,100.0%,100.0%
r8,0.0%,0.0%
r1,70.0%,0.0%
r30,40.0%,40.0%
r22,4.8%,4.8%
r26,6.7%,20.0%
r9,0.0%,0.0%
r14,46.7%,22.2%
r2,0.0%,17.5%
r20,17.5%,40.0%
r15,26.7%,0.0%
Total,26.7%,30.0%
