List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,48.6%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,3.3%
r13,34.3%,28.6%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,6.7%,73.3%
r24,12.5%,20.0%
r32,100.0%,100.0%
r16,30.0%,0.0%
r28,24.4%,42.2%
r25,56.7%,3.3%
r23,0.0%,0.0%
r18,30.0%,20.0%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,40.0%,2.5%
r17,0.0%,6.7%
r19,100.0%,0.0%
r8,0.0%,0.0%
r1,0.0%,0.0%
r30,33.3%,10.0%
r22,9.5%,2.4%
r26,13.3%,0.0%
r9,0.0%,22.7%
r14,44.4%,0.0%
r2,32.5%,2.5%
r20,32.5%,22.5%
r15,0.0%,0.0%
Total,33.1%,26.1%
