List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,60.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,5.7%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,37.1%,22.9%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,0.0%
r24,2.5%,7.5%
r32,100.0%,100.0%
r16,80.0%,46.7%
r28,24.4%,57.8%
r25,80.0%,80.0%
r23,38.9%,0.0%
r18,20.0%,20.0%
r11,71.1%,71.1%
r27,96.0%,96.0%
r5,27.5%,30.0%
r17,0.0%,40.0%
r19,0.0%,0.0%
r8,0.0%,90.0%
r1,0.0%,0.0%
r30,6.7%,13.3%
r22,4.8%,4.8%
r26,40.0%,13.3%
r9,50.0%,63.6%
r14,66.7%,40.0%
r2,50.0%,47.5%
r20,7.5%,30.0%
r15,30.0%,26.7%
Total,35.0%,39.0%
