List,gaussian_mixture,kmeans
r31,83.3%,66.7%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,36.7%,36.7%
r13,2.9%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,10.0%,17.5%
r32,100.0%,100.0%
r16,70.0%,0.0%
r28,24.4%,33.3%
r25,13.3%,56.7%
r23,0.0%,11.1%
r18,20.0%,20.0%
r11,20.0%,20.0%
r27,96.0%,96.0%
r5,27.5%,7.5%
r17,0.0%,3.3%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,0.0%,0.0%
r30,46.7%,43.3%
r22,2.4%,7.1%
r26,0.0%,0.0%
r9,9.1%,0.0%
r14,60.0%,13.3%
r2,2.5%,2.5%
r20,65.0%,20.0%
r15,0.0%,26.7%
Total,29.9%,32.0%
