List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,100.0%,0.0%
r10,0.0%,40.0%
r21,25.0%,75.0%
r34,31.4%,31.4%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,14.3%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,0.0%
r24,2.5%,7.5%
r32,100.0%,0.0%
r16,50.0%,76.7%
r28,42.2%,33.3%
r25,6.7%,3.3%
r23,0.0%,0.0%
r18,13.3%,20.0%
r11,4.4%,13.3%
r27,100.0%,96.0%
r5,5.0%,7.5%
r17,0.0%,6.7%
r19,0.0%,0.0%
r8,93.3%,90.0%
r1,60.0%,26.7%
r30,13.3%,36.7%
r22,4.8%,11.9%
r26,26.7%,0.0%
r9,27.3%,4.5%
r14,64.4%,53.3%
r2,40.0%,5.0%
r20,22.5%,27.5%
r15,0.0%,0.0%
Total,34.0%,29.7%
