List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,0.0%,100.0%
r10,0.0%,40.0%
r21,0.0%,75.0%
r34,5.7%,8.6%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,45.7%,45.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,13.3%,0.0%
r24,5.0%,15.0%
r32,100.0%,0.0%
r16,33.3%,40.0%
r28,57.8%,42.2%
r25,6.7%,83.3%
r23,5.6%,11.1%
r18,20.0%,20.0%
r11,13.3%,17.8%
r27,0.0%,96.0%
r5,30.0%,25.0%
r17,6.7%,43.3%
r19,0.0%,0.0%
r8,83.3%,86.7%
r1,70.0%,70.0%
r30,0.0%,3.3%
r22,19.0%,2.4%
r26,40.0%,40.0%
r9,72.7%,100.0%
r14,62.2%,37.8%
r2,32.5%,62.5%
r20,100.0%,80.0%
r15,0.0%,0.0%
Total,32.9%,42.3%
