List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,31.4%,60.0%
r4,0.0%,20.0%
r33,14.3%,100.0%
r12,40.0%,36.7%
r13,11.4%,5.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,80.0%
r24,22.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,26.7%
r28,37.8%,37.8%
r25,10.0%,6.7%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,22.2%,8.9%
r27,96.0%,0.0%
r5,7.5%,22.5%
r17,16.7%,0.0%
r19,100.0%,0.0%
r8,96.7%,96.7%
r1,0.0%,70.0%
r30,33.3%,10.0%
r22,14.3%,2.4%
r26,0.0%,53.3%
r9,13.6%,9.1%
r14,48.9%,22.2%
r2,0.0%,45.0%
r20,67.5%,42.5%
r15,0.0%,0.0%
Total,29.7%,31.3%
