List,gaussian_mixture,kmeans
r31,66.7%,33.3%
r7,0.0%,100.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,60.0%,68.6%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,33.3%,6.7%
r13,5.7%,34.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,80.0%,6.7%
r24,2.5%,10.0%
r32,100.0%,100.0%
r16,0.0%,3.3%
r28,24.4%,24.4%
r25,33.3%,3.3%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,13.3%,6.7%
r27,100.0%,96.0%
r5,57.5%,0.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,0.0%
r30,36.7%,13.3%
r22,14.3%,7.1%
r26,6.7%,13.3%
r9,0.0%,36.4%
r14,66.7%,53.3%
r2,50.0%,32.5%
r20,22.5%,5.0%
r15,0.0%,26.7%
Total,27.9%,30.3%
