List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,0.0%,0.0%
r34,0.0%,0.0%
r4,0.0%,10.0%
r33,0.0%,100.0%
r12,46.7%,46.7%
r13,34.3%,60.0%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,40.0%,66.7%
r24,7.5%,2.5%
r32,100.0%,100.0%
r16,70.0%,73.3%
r28,0.0%,42.2%
r25,33.3%,76.7%
r23,0.0%,0.0%
r18,10.0%,26.7%
r11,37.8%,35.6%
r27,100.0%,100.0%
r5,2.5%,27.5%
r17,10.0%,16.7%
r19,0.0%,100.0%
r8,0.0%,0.0%
r1,76.7%,0.0%
r30,36.7%,0.0%
r22,2.4%,11.9%
r26,46.7%,46.7%
r9,68.2%,59.1%
r14,64.4%,64.4%
r2,50.0%,2.5%
r20,0.0%,62.5%
r15,30.0%,0.0%
Total,30.0%,38.3%
