List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,73.3%,26.7%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,57.1%,60.0%
r4,0.0%,0.0%
r33,100.0%,0.0%
r12,3.3%,6.7%
r13,40.0%,40.0%
r6,31.4%,37.1%
r29,98.1%,90.4%
r3,13.3%,6.7%
r24,35.0%,10.0%
r32,96.7%,96.7%
r16,6.7%,6.7%
r28,24.4%,42.2%
r25,66.7%,80.0%
r23,22.2%,5.6%
r18,10.0%,6.7%
r11,22.2%,73.3%
r27,4.0%,96.0%
r5,17.5%,25.0%
r17,3.3%,0.0%
r19,100.0%,82.4%
r8,3.3%,80.0%
r1,0.0%,70.0%
r30,3.3%,13.3%
r22,9.5%,7.1%
r26,100.0%,0.0%
r9,0.0%,95.5%
r14,8.9%,15.6%
r2,35.0%,60.0%
r20,0.0%,72.5%
r15,30.0%,40.0%
Total,32.5%,41.6%
