List,gaussian_mixture,kmeans
r31,33.3%,66.7%
r7,0.0%,0.0%
r10,20.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,0.0%
r4,0.0%,0.0%
r33,14.3%,0.0%
r12,36.7%,36.7%
r13,17.1%,28.6%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,2.5%,2.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,37.8%,37.8%
r25,3.3%,33.3%
r23,11.1%,0.0%
r18,16.7%,20.0%
r11,13.3%,6.7%
r27,96.0%,96.0%
r5,7.5%,5.0%
r17,6.7%,53.3%
r19,0.0%,100.0%
r8,96.7%,96.7%
r1,70.0%,70.0%
r30,36.7%,10.0%
r22,4.8%,2.4%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,44.4%,22.2%
r2,17.5%,0.0%
r20,37.5%,37.5%
r15,26.7%,26.7%
Total,28.2%,28.1%
