List,gaussian_mixture,kmeans
r31,66.7%,0.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,48.6%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,16.7%,43.3%
r13,14.3%,31.4%
r6,0.0%,0.0%
r29,13.5%,13.5%
r3,0.0%,73.3%
r24,2.5%,7.5%
r32,100.0%,0.0%
r16,3.3%,73.3%
r28,24.4%,24.4%
r25,40.0%,16.7%
r23,0.0%,0.0%
r18,6.7%,0.0%
r11,6.7%,35.6%
r27,96.0%,96.0%
r5,0.0%,5.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,0.0%
r1,73.3%,0.0%
r30,13.3%,50.0%
r22,9.5%,9.5%
r26,13.3%,6.7%
r9,31.8%,0.0%
r14,48.9%,48.9%
r2,32.5%,47.5%
r20,15.0%,30.0%
r15,0.0%,26.7%
Total,29.5%,30.9%
