List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,23.3%,23.3%
r10,40.0%,40.0%
r21,75.0%,75.0%
r34,57.1%,14.3%
r4,10.0%,20.0%
r33,100.0%,0.0%
r12,30.0%,40.0%
r13,94.3%,94.3%
r6,91.4%,91.4%
r29,100.0%,100.0%
r3,6.7%,6.7%
r24,15.0%,2.5%
r32,0.0%,0.0%
r16,46.7%,3.3%
r28,42.2%,57.8%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,3.3%,13.3%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,55.0%,55.0%
r17,23.3%,36.7%
r19,0.0%,0.0%
r8,83.3%,83.3%
r1,96.7%,0.0%
r30,0.0%,13.3%
r22,16.7%,4.8%
r26,0.0%,40.0%
r9,100.0%,0.0%
r14,46.7%,64.4%
r2,32.5%,0.0%
r20,75.0%,75.0%
r15,0.0%,93.3%
Total,47.3%,42.5%
