List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,25.7%
r4,0.0%,0.0%
r33,85.7%,85.7%
r12,40.0%,43.3%
r13,31.4%,31.4%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,73.3%,6.7%
r24,17.5%,5.0%
r32,0.0%,0.0%
r16,60.0%,66.7%
r28,24.4%,24.4%
r25,20.0%,10.0%
r23,11.1%,0.0%
r18,20.0%,6.7%
r11,11.1%,24.4%
r27,96.0%,96.0%
r5,2.5%,2.5%
r17,23.3%,13.3%
r19,100.0%,100.0%
r8,90.0%,90.0%
r1,0.0%,3.3%
r30,36.7%,43.3%
r22,7.1%,2.4%
r26,6.7%,0.0%
r9,0.0%,0.0%
r14,60.0%,24.4%
r2,0.0%,5.0%
r20,10.0%,40.0%
r15,0.0%,26.7%
Total,34.3%,28.3%
