List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,76.7%
r10,40.0%,20.0%
r21,25.0%,25.0%
r34,22.9%,11.4%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,10.0%,6.7%
r13,40.0%,40.0%
r6,40.0%,71.4%
r29,32.7%,38.5%
r3,0.0%,6.7%
r24,17.5%,17.5%
r32,96.7%,96.7%
r16,33.3%,40.0%
r28,24.4%,75.6%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,23.3%,13.3%
r11,31.1%,31.1%
r27,96.0%,96.0%
r5,25.0%,42.5%
r17,3.3%,16.7%
r19,0.0%,0.0%
r8,86.7%,3.3%
r1,70.0%,70.0%
r30,0.0%,23.3%
r22,2.4%,4.8%
r26,40.0%,0.0%
r9,100.0%,0.0%
r14,40.0%,28.9%
r2,32.5%,32.5%
r20,47.5%,0.0%
r15,20.0%,40.0%
Total,39.2%,37.1%
