List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,0.0%,0.0%
r10,80.0%,0.0%
r21,0.0%,0.0%
r34,62.9%,31.4%
r4,0.0%,10.0%
r33,100.0%,0.0%
r12,16.7%,36.7%
r13,25.7%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,5.0%,5.0%
r32,100.0%,0.0%
r16,43.3%,0.0%
r28,24.4%,24.4%
r25,26.7%,3.3%
r23,0.0%,5.6%
r18,3.3%,10.0%
r11,4.4%,4.4%
r27,100.0%,96.0%
r5,0.0%,2.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,70.0%
r30,33.3%,13.3%
r22,2.4%,2.4%
r26,13.3%,13.3%
r9,0.0%,0.0%
r14,53.3%,0.0%
r2,50.0%,20.0%
r20,32.5%,32.5%
r15,0.0%,0.0%
Total,29.6%,23.1%
