List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,0.0%
r10,0.0%,40.0%
r21,0.0%,25.0%
r34,8.6%,5.7%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,13.3%,3.3%
r13,11.4%,17.1%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,5.0%,7.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,57.8%
r25,30.0%,6.7%
r23,0.0%,0.0%
r18,23.3%,13.3%
r11,24.4%,11.1%
r27,100.0%,0.0%
r5,50.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,100.0%
r8,93.3%,93.3%
r1,73.3%,16.7%
r30,36.7%,36.7%
r22,2.4%,2.4%
r26,20.0%,13.3%
r9,31.8%,18.2%
r14,64.4%,2.2%
r2,20.0%,15.0%
r20,32.5%,27.5%
r15,26.7%,26.7%
Total,30.6%,26.3%
