List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,100.0%
r34,40.0%,22.9%
r4,20.0%,20.0%
r33,0.0%,100.0%
r12,40.0%,6.7%
r13,40.0%,14.3%
r6,42.9%,74.3%
r29,11.5%,36.5%
r3,6.7%,6.7%
r24,15.0%,2.5%
r32,96.7%,96.7%
r16,30.0%,33.3%
r28,75.6%,24.4%
r25,6.7%,83.3%
r23,5.6%,0.0%
r18,6.7%,23.3%
r11,2.2%,31.1%
r27,0.0%,96.0%
r5,25.0%,42.5%
r17,6.7%,3.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,6.7%,20.0%
r22,0.0%,4.8%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,22.2%,28.9%
r2,45.0%,30.0%
r20,47.5%,47.5%
r15,76.7%,76.7%
Total,33.2%,42.0%
