List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,54.3%,31.4%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,45.7%,20.0%
r6,51.4%,97.1%
r29,86.5%,86.5%
r3,53.3%,6.7%
r24,12.5%,5.0%
r32,100.0%,100.0%
r16,40.0%,33.3%
r28,75.6%,24.4%
r25,80.0%,80.0%
r23,11.1%,5.6%
r18,20.0%,23.3%
r11,35.6%,17.8%
r27,100.0%,0.0%
r5,27.5%,32.5%
r17,6.7%,16.7%
r19,0.0%,0.0%
r8,86.7%,0.0%
r1,56.7%,56.7%
r30,50.0%,13.3%
r22,9.5%,0.0%
r26,33.3%,40.0%
r9,0.0%,54.5%
r14,66.7%,11.1%
r2,20.0%,0.0%
r20,0.0%,47.5%
r15,26.7%,0.0%
Total,44.5%,34.6%
