List,gaussian_mixture,kmeans
r31,0.0%,16.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,51.4%,51.4%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,37.1%,37.1%
r6,97.1%,97.1%
r29,86.5%,13.5%
r3,73.3%,6.7%
r24,5.0%,35.0%
r32,100.0%,0.0%
r16,10.0%,3.3%
r28,33.3%,33.3%
r25,3.3%,36.7%
r23,5.6%,5.6%
r18,26.7%,23.3%
r11,17.8%,4.4%
r27,96.0%,96.0%
r5,5.0%,0.0%
r17,6.7%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,43.3%,0.0%
r30,36.7%,13.3%
r22,2.4%,2.4%
r26,33.3%,6.7%
r9,0.0%,0.0%
r14,40.0%,35.6%
r2,47.5%,2.5%
r20,67.5%,35.0%
r15,0.0%,0.0%
Total,36.5%,24.5%
