List,gaussian_mixture,kmeans
r31,50.0%,16.7%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,75.0%,0.0%
r34,5.7%,31.4%
r4,0.0%,40.0%
r33,100.0%,85.7%
r12,0.0%,36.7%
r13,5.7%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,2.5%,5.0%
r32,100.0%,100.0%
r16,3.3%,0.0%
r28,24.4%,75.6%
r25,43.3%,20.0%
r23,16.7%,0.0%
r18,6.7%,10.0%
r11,4.4%,8.9%
r27,96.0%,96.0%
r5,0.0%,0.0%
r17,0.0%,0.0%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,70.0%,70.0%
r30,13.3%,10.0%
r22,9.5%,2.4%
r26,33.3%,0.0%
r9,0.0%,18.2%
r14,55.6%,22.2%
r2,0.0%,10.0%
r20,25.0%,5.0%
r15,26.7%,0.0%
Total,28.1%,29.8%
