List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,40.0%,20.0%
r21,0.0%,75.0%
r34,2.9%,2.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,20.0%
r13,94.3%,94.3%
r6,5.7%,97.1%
r29,100.0%,100.0%
r3,6.7%,13.3%
r24,17.5%,5.0%
r32,0.0%,0.0%
r16,46.7%,36.7%
r28,42.2%,42.2%
r25,83.3%,83.3%
r23,5.6%,11.1%
r18,3.3%,10.0%
r11,2.2%,73.3%
r27,96.0%,96.0%
r5,25.0%,55.0%
r17,40.0%,13.3%
r19,0.0%,0.0%
r8,80.0%,0.0%
r1,0.0%,96.7%
r30,20.0%,16.7%
r22,14.3%,2.4%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,42.2%,57.8%
r2,60.0%,60.0%
r20,0.0%,20.0%
r15,0.0%,0.0%
Total,38.6%,44.1%
