List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,0.0%,100.0%
r10,0.0%,60.0%
r21,75.0%,25.0%
r34,31.4%,60.0%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,10.0%,10.0%
r13,31.4%,2.9%
r6,97.1%,0.0%
r29,86.5%,13.5%
r3,80.0%,0.0%
r24,5.0%,5.0%
r32,100.0%,0.0%
r16,0.0%,0.0%
r28,33.3%,24.4%
r25,10.0%,10.0%
r23,0.0%,5.6%
r18,20.0%,20.0%
r11,20.0%,15.6%
r27,96.0%,96.0%
r5,5.0%,5.0%
r17,3.3%,3.3%
r19,100.0%,0.0%
r8,0.0%,93.3%
r1,66.7%,70.0%
r30,13.3%,13.3%
r22,0.0%,2.4%
r26,13.3%,0.0%
r9,22.7%,9.1%
r14,64.4%,28.9%
r2,0.0%,30.0%
r20,0.0%,0.0%
r15,10.0%,26.7%
Total,33.4%,24.8%
