List,gaussian_mixture,kmeans
r31,50.0%,0.0%
r7,100.0%,100.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,48.6%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,11.4%,34.3%
r6,97.1%,0.0%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,5.0%,2.5%
r32,100.0%,100.0%
r16,33.3%,10.0%
r28,24.4%,24.4%
r25,10.0%,0.0%
r23,0.0%,0.0%
r18,6.7%,6.7%
r11,20.0%,17.8%
r27,96.0%,96.0%
r5,40.0%,5.0%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,6.7%,16.7%
r30,3.3%,16.7%
r22,9.5%,23.8%
r26,0.0%,6.7%
r9,0.0%,0.0%
r14,46.7%,0.0%
r2,50.0%,32.5%
r20,30.0%,32.5%
r15,0.0%,16.7%
Total,31.8%,29.2%
