List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,26.7%,73.3%
r10,0.0%,0.0%
r21,75.0%,0.0%
r34,22.9%,42.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,30.0%,23.3%
r13,45.7%,100.0%
r6,51.4%,40.0%
r29,0.0%,90.4%
r3,6.7%,6.7%
r24,15.0%,2.5%
r32,96.7%,100.0%
r16,36.7%,6.7%
r28,33.3%,24.4%
r25,80.0%,80.0%
r23,5.6%,16.7%
r18,30.0%,30.0%
r11,24.4%,48.9%
r27,96.0%,96.0%
r5,30.0%,42.5%
r17,3.3%,33.3%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,96.7%,0.0%
r30,3.3%,46.7%
r22,4.8%,23.8%
r26,0.0%,0.0%
r9,100.0%,100.0%
r14,57.8%,8.9%
r2,52.5%,0.0%
r20,5.0%,20.0%
r15,90.0%,90.0%
Total,39.9%,43.9%
