List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,75.0%
r34,60.0%,37.1%
r4,0.0%,0.0%
r33,0.0%,100.0%
r12,40.0%,40.0%
r13,14.3%,48.6%
r6,97.1%,77.1%
r29,13.5%,86.5%
r3,20.0%,46.7%
r24,15.0%,7.5%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,24.4%,75.6%
r25,10.0%,80.0%
r23,0.0%,0.0%
r18,10.0%,20.0%
r11,24.4%,13.3%
r27,96.0%,0.0%
r5,25.0%,5.0%
r17,16.7%,50.0%
r19,0.0%,0.0%
r8,86.7%,90.0%
r1,56.7%,0.0%
r30,13.3%,36.7%
r22,9.5%,2.4%
r26,40.0%,0.0%
r9,0.0%,68.2%
r14,55.6%,22.2%
r2,20.0%,42.5%
r20,0.0%,82.5%
r15,26.7%,26.7%
Total,30.9%,43.4%
