List,gaussian_mixture,kmeans
r31,0.0%,100.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,100.0%,100.0%
r34,48.6%,22.9%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,13.3%,3.3%
r13,48.6%,48.6%
r6,45.7%,51.4%
r29,46.2%,86.5%
r3,13.3%,13.3%
r24,12.5%,17.5%
r32,0.0%,96.7%
r16,3.3%,3.3%
r28,42.2%,42.2%
r25,80.0%,80.0%
r23,11.1%,11.1%
r18,26.7%,26.7%
r11,22.2%,22.2%
r27,0.0%,96.0%
r5,25.0%,25.0%
r17,30.0%,10.0%
r19,0.0%,0.0%
r8,3.3%,80.0%
r1,70.0%,3.3%
r30,6.7%,30.0%
r22,2.4%,14.3%
r26,100.0%,60.0%
r9,100.0%,100.0%
r14,55.6%,44.4%
r2,0.0%,52.5%
r20,72.5%,0.0%
r15,80.0%,80.0%
Total,37.6%,43.8%
