List,gaussian_mixture,kmeans
c12,13.3%,40.0%
c13,40.0%,8.6%
c18,23.3%,23.3%
c21,2.6%,7.9%
c6,97.1%,97.1%
c3,73.3%,73.3%
c1,76.7%,6.7%
c23,36.8%,13.2%
c5,7.5%,7.5%
c17,10.0%,10.0%
c11,8.9%,13.3%
c2,45.0%,52.5%
c7,0.0%,0.0%
c16,0.0%,73.3%
c15,3.3%,3.3%
c10,0.0%,0.0%
c20,26.3%,31.6%
c14,17.8%,62.2%
c9,13.6%,40.9%
c19,0.0%,0.0%
c22,59.5%,0.0%
c8,93.3%,0.0%
c4,0.0%,0.0%
Total,29.7%,26.0%
