List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,57.1%,31.4%
r4,20.0%,0.0%
r33,100.0%,100.0%
r12,6.7%,6.7%
r13,40.0%,40.0%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,73.3%
r24,5.0%,27.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,24.4%
r25,30.0%,6.7%
r23,0.0%,0.0%
r18,20.0%,20.0%
r11,6.7%,8.9%
r27,96.0%,96.0%
r5,25.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,93.3%,93.3%
r1,53.3%,70.0%
r30,3.3%,26.7%
r22,9.5%,2.4%
r26,6.7%,46.7%
r9,0.0%,0.0%
r14,48.9%,48.9%
r2,47.5%,47.5%
r20,25.0%,25.0%
r15,26.7%,0.0%
Total,32.1%,33.1%
