List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,26.7%,26.7%
r10,60.0%,40.0%
r21,100.0%,100.0%
r34,71.4%,68.6%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,3.3%
r13,100.0%,100.0%
r6,91.4%,37.1%
r29,50.0%,90.4%
r3,6.7%,6.7%
r24,15.0%,12.5%
r32,0.0%,100.0%
r16,46.7%,0.0%
r28,33.3%,42.2%
r25,80.0%,80.0%
r23,5.6%,16.7%
r18,3.3%,33.3%
r11,22.2%,48.9%
r27,96.0%,96.0%
r5,32.5%,40.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,70.0%,70.0%
r30,6.7%,43.3%
r22,2.4%,2.4%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,24.4%,11.1%
r2,45.0%,52.5%
r20,72.5%,72.5%
r15,0.0%,76.7%
Total,41.9%,49.2%
