List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,40.0%,40.0%
r21,0.0%,0.0%
r34,17.1%,22.9%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,3.3%,46.7%
r13,94.3%,54.3%
r6,51.4%,51.4%
r29,90.4%,13.5%
r3,6.7%,13.3%
r24,7.5%,10.0%
r32,96.7%,96.7%
r16,3.3%,3.3%
r28,42.2%,24.4%
r25,80.0%,76.7%
r23,11.1%,0.0%
r18,10.0%,26.7%
r11,73.3%,73.3%
r27,0.0%,96.0%
r5,10.0%,12.5%
r17,6.7%,36.7%
r19,0.0%,0.0%
r8,3.3%,3.3%
r1,20.0%,0.0%
r30,16.7%,23.3%
r22,4.8%,4.8%
r26,0.0%,0.0%
r9,0.0%,95.5%
r14,11.1%,20.0%
r2,95.0%,0.0%
r20,0.0%,72.5%
r15,0.0%,36.7%
Total,34.2%,35.7%
