List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,0.0%,0.0%
r10,0.0%,60.0%
r21,0.0%,0.0%
r34,28.6%,60.0%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,33.3%,33.3%
r13,42.9%,17.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,73.3%,0.0%
r24,12.5%,5.0%
r32,0.0%,0.0%
r16,10.0%,0.0%
r28,57.8%,57.8%
r25,3.3%,13.3%
r23,0.0%,11.1%
r18,23.3%,23.3%
r11,20.0%,17.8%
r27,100.0%,96.0%
r5,30.0%,0.0%
r17,56.7%,0.0%
r19,0.0%,100.0%
r8,0.0%,93.3%
r1,73.3%,73.3%
r30,6.7%,26.7%
r22,16.7%,4.8%
r26,13.3%,13.3%
r9,0.0%,13.6%
r14,64.4%,60.0%
r2,50.0%,0.0%
r20,20.0%,25.0%
r15,0.0%,0.0%
Total,31.9%,30.8%
