List,gaussian_mixture,kmeans
r31,0.0%,66.7%
r7,100.0%,0.0%
r10,20.0%,0.0%
r21,75.0%,75.0%
r34,5.7%,25.7%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,43.3%
r13,51.4%,34.3%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,0.0%,6.7%
r24,7.5%,2.5%
r32,0.0%,100.0%
r16,70.0%,3.3%
r28,42.2%,42.2%
r25,33.3%,20.0%
r23,0.0%,5.6%
r18,16.7%,13.3%
r11,24.4%,26.7%
r27,100.0%,0.0%
r5,0.0%,27.5%
r17,0.0%,16.7%
r19,100.0%,0.0%
r8,86.7%,90.0%
r1,73.3%,70.0%
r30,10.0%,10.0%
r22,2.4%,4.8%
r26,13.3%,0.0%
r9,0.0%,45.5%
r14,64.4%,24.4%
r2,45.0%,0.0%
r20,37.5%,15.0%
r15,30.0%,26.7%
Total,38.1%,30.0%
