List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,73.3%,73.3%
r10,60.0%,60.0%
r21,0.0%,25.0%
r34,20.0%,8.6%
r4,10.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,0.0%
r13,94.3%,94.3%
r6,91.4%,5.7%
r29,0.0%,100.0%
r3,20.0%,6.7%
r24,15.0%,15.0%
r32,0.0%,100.0%
r16,46.7%,46.7%
r28,0.0%,100.0%
r25,6.7%,6.7%
r23,5.6%,33.3%
r18,20.0%,20.0%
r11,73.3%,22.2%
r27,4.0%,96.0%
r5,42.5%,25.0%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,3.3%,83.3%
r1,96.7%,83.3%
r30,0.0%,0.0%
r22,23.8%,14.3%
r26,40.0%,40.0%
r9,100.0%,100.0%
r14,44.4%,46.7%
r2,32.5%,32.5%
r20,75.0%,75.0%
r15,93.3%,93.3%
Total,38.8%,48.5%
