List,gaussian_mixture,kmeans
r31,16.7%,16.7%
r7,0.0%,0.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,11.4%,60.0%
r4,10.0%,10.0%
r33,0.0%,100.0%
r12,3.3%,33.3%
r13,17.1%,5.7%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,6.7%,80.0%
r24,12.5%,7.5%
r32,100.0%,100.0%
r16,46.7%,3.3%
r28,42.2%,57.8%
r25,13.3%,10.0%
r23,0.0%,0.0%
r18,10.0%,23.3%
r11,13.3%,11.1%
r27,96.0%,100.0%
r5,27.5%,27.5%
r17,0.0%,0.0%
r19,100.0%,100.0%
r8,0.0%,93.3%
r1,0.0%,73.3%
r30,0.0%,36.7%
r22,2.4%,2.4%
r26,20.0%,20.0%
r9,31.8%,4.5%
r14,64.4%,64.4%
r2,52.5%,17.5%
r20,32.5%,40.0%
r15,26.7%,26.7%
Total,27.2%,37.8%
