List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,0.0%,0.0%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,57.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,13.3%,36.7%
r13,37.1%,17.1%
r6,97.1%,97.1%
r29,13.5%,13.5%
r3,80.0%,80.0%
r24,7.5%,22.5%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,24.4%,0.0%
r25,0.0%,3.3%
r23,0.0%,0.0%
r18,3.3%,10.0%
r11,26.7%,17.8%
r27,96.0%,96.0%
r5,5.0%,25.0%
r17,56.7%,0.0%
r19,100.0%,94.1%
r8,93.3%,93.3%
r1,70.0%,0.0%
r30,10.0%,33.3%
r22,0.0%,4.8%
r26,20.0%,6.7%
r9,0.0%,0.0%
r14,26.7%,4.4%
r2,50.0%,47.5%
r20,37.5%,0.0%
r15,0.0%,0.0%
Total,33.7%,29.2%
