List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,100.0%,100.0%
r10,40.0%,20.0%
r21,0.0%,0.0%
r34,31.4%,20.0%
r4,0.0%,20.0%
r33,100.0%,100.0%
r12,50.0%,46.7%
r13,11.4%,40.0%
r6,97.1%,97.1%
r29,13.5%,86.5%
r3,0.0%,73.3%
r24,7.5%,10.0%
r32,100.0%,100.0%
r16,0.0%,10.0%
r28,35.6%,33.3%
r25,23.3%,36.7%
r23,0.0%,5.6%
r18,3.3%,33.3%
r11,31.1%,11.1%
r27,96.0%,96.0%
r5,7.5%,7.5%
r17,3.3%,26.7%
r19,0.0%,100.0%
r8,96.7%,0.0%
r1,73.3%,70.0%
r30,0.0%,36.7%
r22,0.0%,4.8%
r26,20.0%,20.0%
r9,27.3%,0.0%
r14,51.1%,20.0%
r2,22.5%,2.5%
r20,57.5%,42.5%
r15,26.7%,0.0%
Total,36.2%,39.1%
