List,gaussian_mixture,kmeans
r31,33.3%,50.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,34.3%,28.6%
r4,0.0%,10.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,11.4%,40.0%
r6,57.1%,5.7%
r29,32.7%,32.7%
r3,13.3%,6.7%
r24,15.0%,12.5%
r32,96.7%,96.7%
r16,36.7%,40.0%
r28,24.4%,42.2%
r25,0.0%,83.3%
r23,5.6%,5.6%
r18,23.3%,23.3%
r11,22.2%,22.2%
r27,0.0%,100.0%
r5,25.0%,15.0%
r17,6.7%,3.3%
r19,23.5%,0.0%
r8,3.3%,80.0%
r1,70.0%,70.0%
r30,23.3%,30.0%
r22,7.1%,2.4%
r26,0.0%,0.0%
r9,100.0%,0.0%
r14,17.8%,8.9%
r2,25.0%,30.0%
r20,47.5%,20.0%
r15,73.3%,26.7%
Total,33.1%,34.6%
