List,gaussian_mixture,kmeans
r31,0.0%,50.0%
r7,73.3%,26.7%
r10,0.0%,40.0%
r21,100.0%,0.0%
r34,34.3%,37.1%
r4,0.0%,0.0%
r33,100.0%,100.0%
r12,3.3%,40.0%
r13,100.0%,94.3%
r6,40.0%,51.4%
r29,86.5%,50.0%
r3,6.7%,13.3%
r24,2.5%,7.5%
r32,0.0%,100.0%
r16,36.7%,23.3%
r28,42.2%,24.4%
r25,6.7%,80.0%
r23,22.2%,16.7%
r18,33.3%,26.7%
r11,24.4%,22.2%
r27,96.0%,96.0%
r5,27.5%,35.0%
r17,3.3%,6.7%
r19,0.0%,0.0%
r8,80.0%,80.0%
r1,20.0%,20.0%
r30,3.3%,3.3%
r22,2.4%,4.8%
r26,40.0%,60.0%
r9,100.0%,100.0%
r14,37.8%,2.2%
r2,42.5%,32.5%
r20,20.0%,5.0%
r15,0.0%,93.3%
Total,36.9%,39.6%
