List,gaussian_mixture,kmeans
r31,16.7%,0.0%
r7,76.7%,76.7%
r10,0.0%,40.0%
r21,0.0%,0.0%
r34,28.6%,48.6%
r4,10.0%,10.0%
r33,100.0%,0.0%
r12,40.0%,40.0%
r13,42.9%,54.3%
r6,45.7%,45.7%
r29,69.2%,69.2%
r3,6.7%,0.0%
r24,15.0%,17.5%
r32,100.0%,100.0%
r16,36.7%,40.0%
r28,42.2%,42.2%
r25,80.0%,80.0%
r23,11.1%,16.7%
r18,23.3%,23.3%
r11,22.2%,24.4%
r27,4.0%,96.0%
r5,17.5%,40.0%
r17,20.0%,30.0%
r19,0.0%,0.0%
r8,3.3%,86.7%
r1,6.7%,0.0%
r30,3.3%,3.3%
r22,11.9%,16.7%
r26,60.0%,0.0%
r9,100.0%,100.0%
r14,46.7%,35.6%
r2,30.0%,52.5%
r20,20.0%,72.5%
r15,86.7%,80.0%
Total,38.0%,43.4%
