List,gaussian_mixture,kmeans
r31,0.0%,33.3%
r7,76.7%,23.3%
r10,0.0%,0.0%
r21,100.0%,0.0%
r34,22.9%,40.0%
r4,20.0%,0.0%
r33,100.0%,0.0%
r12,6.7%,40.0%
r13,48.6%,48.6%
r6,88.6%,71.4%
r29,32.7%,17.3%
r3,0.0%,6.7%
r24,7.5%,0.0%
r32,96.7%,96.7%
r16,26.7%,26.7%
r28,24.4%,42.2%
r25,80.0%,0.0%
r23,16.7%,11.1%
r18,20.0%,20.0%
r11,22.2%,31.1%
r27,4.0%,4.0%
r5,40.0%,17.5%
r17,3.3%,3.3%
r19,0.0%,100.0%
r8,83.3%,80.0%
r1,70.0%,70.0%
r30,0.0%,6.7%
r22,4.8%,9.5%
r26,0.0%,40.0%
r9,100.0%,100.0%
r14,24.4%,22.2%
r2,32.5%,45.0%
r20,20.0%,47.5%
r15,60.0%,53.3%
Total,37.5%,33.3%
