List,gaussian_mixture,kmeans
r31,0.0%,0.0%
r7,76.7%,76.7%
r10,0.0%,20.0%
r21,0.0%,0.0%
r34,14.3%,45.7%
r4,10.0%,0.0%
r33,0.0%,0.0%
r12,40.0%,40.0%
r13,45.7%,40.0%
r6,42.9%,40.0%
r29,38.5%,46.2%
r3,6.7%,6.7%
r24,12.5%,15.0%
r32,96.7%,0.0%
r16,33.3%,33.3%
r28,100.0%,100.0%
r25,80.0%,3.3%
r23,5.6%,5.6%
r18,10.0%,10.0%
r11,22.2%,31.1%
r27,0.0%,100.0%
r5,25.0%,42.5%
r17,10.0%,6.7%
r19,0.0%,0.0%
r8,83.3%,80.0%
r1,70.0%,0.0%
r30,23.3%,6.7%
r22,2.4%,2.4%
r26,0.0%,60.0%
r9,100.0%,100.0%
r14,40.0%,17.8%
r2,25.0%,52.5%
r20,20.0%,47.5%
r15,76.7%,80.0%
Total,36.8%,35.9%
