List,gaussian_mixture,kmeans
r31,33.3%,0.0%
r7,100.0%,0.0%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,25.7%,60.0%
r4,0.0%,70.0%
r33,0.0%,100.0%
r12,36.7%,0.0%
r13,11.4%,37.1%
r6,0.0%,97.1%
r29,13.5%,13.5%
r3,73.3%,73.3%
r24,5.0%,5.0%
r32,100.0%,100.0%
r16,0.0%,0.0%
r28,57.8%,57.8%
r25,26.7%,10.0%
r23,16.7%,5.6%
r18,23.3%,6.7%
r11,13.3%,11.1%
r27,100.0%,100.0%
r5,52.5%,5.0%
r17,0.0%,10.0%
r19,0.0%,0.0%
r8,93.3%,0.0%
r1,73.3%,73.3%
r30,43.3%,36.7%
r22,2.4%,16.7%
r26,20.0%,20.0%
r9,0.0%,0.0%
r14,64.4%,64.4%
r2,20.0%,50.0%
r20,32.5%,40.0%
r15,26.7%,23.3%
Total,32.7%,34.2%
