List,gaussian_mixture,kmeans
r31,16.7%,66.7%
r7,73.3%,73.3%
r10,40.0%,60.0%
r21,0.0%,75.0%
r34,22.9%,0.0%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,0.0%,40.0%
r13,94.3%,5.7%
r6,42.9%,45.7%
r29,0.0%,100.0%
r3,6.7%,13.3%
r24,17.5%,2.5%
r32,100.0%,100.0%
r16,43.3%,23.3%
r28,42.2%,42.2%
r25,83.3%,3.3%
r23,5.6%,16.7%
r18,20.0%,23.3%
r11,73.3%,22.2%
r27,96.0%,96.0%
r5,55.0%,25.0%
r17,20.0%,23.3%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,96.7%,96.7%
r30,3.3%,20.0%
r22,28.6%,0.0%
r26,60.0%,60.0%
r9,100.0%,0.0%
r14,60.0%,71.1%
r2,62.5%,32.5%
r20,72.5%,72.5%
r15,93.3%,93.3%
Total,51.0%,42.0%
