List,gaussian_mixture,kmeans
r31,50.0%,50.0%
r7,100.0%,100.0%
r10,60.0%,20.0%
r21,0.0%,0.0%
r34,57.1%,57.1%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,36.7%,36.7%
r13,31.4%,37.1%
r6,0.0%,0.0%
r29,86.5%,13.5%
r3,0.0%,73.3%
r24,15.0%,5.0%
r32,100.0%,100.0%
r16,80.0%,3.3%
r28,33.3%,24.4%
r25,36.7%,20.0%
r23,0.0%,0.0%
r18,26.7%,10.0%
r11,13.3%,13.3%
r27,96.0%,96.0%
r5,0.0%,25.0%
r17,0.0%,0.0%
r19,0.0%,0.0%
r8,0.0%,96.7%
r1,66.7%,0.0%
r30,36.7%,36.7%
r22,11.9%,16.7%
r26,0.0%,13.3%
r9,0.0%,27.3%
r14,66.7%,64.4%
r2,40.0%,50.0%
r20,37.5%,25.0%
r15,0.0%,26.7%
Total,38.0%,34.6%
