List,gaussian_mixture,kmeans
r31,33.3%,16.7%
r7,76.7%,76.7%
r10,0.0%,0.0%
r21,0.0%,0.0%
r34,48.6%,48.6%
r4,10.0%,0.0%
r33,100.0%,100.0%
r12,40.0%,40.0%
r13,51.4%,51.4%
r6,45.7%,62.9%
r29,40.4%,9.6%
r3,6.7%,6.7%
r24,10.0%,5.0%
r32,96.7%,96.7%
r16,36.7%,23.3%
r28,24.4%,57.8%
r25,80.0%,10.0%
r23,22.2%,16.7%
r18,23.3%,6.7%
r11,24.4%,24.4%
r27,96.0%,96.0%
r5,42.5%,45.0%
r17,16.7%,10.0%
r19,0.0%,0.0%
r8,80.0%,3.3%
r1,70.0%,70.0%
r30,0.0%,3.3%
r22,2.4%,11.9%
r26,60.0%,60.0%
r9,100.0%,100.0%
r14,44.4%,46.7%
r2,52.5%,42.5%
r20,20.0%,75.0%
r15,53.3%,90.0%
Total,43.5%,41.6%
